student_id,date,program,location,score_reading,score_writing,score_mathNoCalc,score_mathCalc
134079,26/11/2016,tutoring,center,542,73,532,475
134079,23/12/2016,tutoring,center,548,75,559,498
134085,24/08/2016,intake,NA,588,50,613,544
134085,13/09/2016,skills,center,599,51,638,565
134085,16/10/2016,tutoring,center,617,54,670,588
134087,30/07/2016,intake,NA,452,32,479,487
134087,25/08/2016,skills,center,461,32,498,503
134087,29/09/2016,skills,center,473,34,524,521
134090,03/05/2017,intake,NA,556,77,629,685
134090,29/05/2017,skills,center,564,79,651,697
134090,18/06/2017,skills,center,585,82,686,722
134097,11/07/2016,intake,NA,560,64,458,492
134097,23/07/2016,skills,center,576,64,473,503
134097,06/09/2016,tutoring,center,594,66,490,516
134100,11/08/2017,intake,NA,536,26,652,190
134100,28/08/2017,skills,center,546,27,669,194
134101,27/03/2016,intake,NA,500,35,301,503
134101,17/04/2016,refresh,center,519,36,307,504
134101,09/05/2016,skills,center,537,36,319,523
134101,27/06/2016,refresh,online,544,38,331,530
134102,02/09/2016,intake,NA,591,35,189,495
134102,18/09/2016,tutoring,center,615,35,202,511
134102,26/09/2016,refresh,online,624,36,205,525
134105,26/04/2016,intake,NA,673,34,409,486
134105,17/05/2016,skills,center,683,35,419,503
134105,29/06/2016,skills,center,709,36,439,528
134115,21/11/2016,intake,NA,566,42,508,355
134115,24/11/2016,skills,center,580,44,539,376
134115,22/12/2016,skills,center,615,46,576,397
134118,31/10/2018,intake,NA,590,71,417,412
134118,20/11/2018,skills,center,613,73,435,421
134118,11/12/2018,skills,center,640,76,459,443
134118,04/03/2019,refresh,online,658,79,470,446
134123,06/03/2017,intake,NA,640,66,309,741
134123,25/03/2017,skills,center,652,68,320,762
134123,28/04/2017,skills,center,677,70,340,785
134127,12/03/2016,intake,NA,650,33,462,719
134127,02/04/2016,refresh,online,659,33,469,720
134127,05/05/2016,tutoring,center,682,34,484,740
134127,04/06/2016,tutoring,center,693,36,502,763
134138,05/07/2018,intake,NA,720,63,628,492
134138,02/08/2018,skills,center,729,64,652,501
134140,30/12/2016,intake,NA,571,25,371,366
134140,21/01/2017,tutoring,center,586,26,395,380
134149,05/09/2016,intake,NA,653,40,403,497
134149,27/09/2016,skills,center,651,41,419,518
134150,25/07/2016,intake,NA,721,34,639,400
134150,25/08/2016,skills,center,740,35,647,414
134150,09/10/2016,skills,center,769,37,685,432
134151,14/03/2018,intake,NA,494,35,588,451
134151,02/04/2018,tutoring,center,531,37,632,478
134157,05/05/2017,intake,NA,704,56,321,501
134157,30/05/2017,refresh,online,716,56,319,506
134157,27/06/2017,tutoring,center,741,57,334,522
134165,11/03/2018,intake,NA,558,46,431,605
134165,25/03/2018,tutoring,online,582,48,462,634
134175,28/11/2018,intake,NA,708,74,397,541
134175,14/12/2018,skills,center,715,76,410,554
134175,06/01/2019,skills,center,738,79,439,580
134176,07/08/2017,intake,NA,765,71,321,382
134176,26/08/2017,refresh,online,766,74,329,390
134176,04/10/2017,skills,center,779,75,343,398
134180,04/10/2017,intake,NA,558,64,407,598
134180,23/10/2017,tutoring,center,571,66,425,618
134183,08/11/2016,intake,NA,677,43,419,559
134183,29/11/2016,skills,center,682,43,441,566
134193,23/09/2016,intake,NA,603,65,248,574
134193,10/10/2016,tutoring,center,622,67,261,589
134195,19/05/2017,intake,NA,526,39,660,491
134195,06/06/2017,skills,center,538,40,682,509
134195,18/06/2017,tutoring,center,549,42,700,526
134196,14/11/2017,intake,NA,599,58,499,505
134196,26/11/2017,skills,center,603,59,516,517
134196,28/12/2017,skills,center,633,62,538,541
134197,18/11/2016,intake,NA,715,35,469,531
134197,08/12/2016,skills,center,716,36,486,546
134197,03/01/2017,tutoring,center,716,38,511,560
134198,13/04/2016,intake,NA,406,47,563,318
134198,03/05/2016,refresh,online,405,48,567,316
134198,31/05/2016,skills,center,409,49,583,323
134198,08/07/2016,skills,center,425,51,605,340
134201,17/07/2016,intake,NA,730,83,408,441
134201,25/07/2016,tutoring,center,744,85,427,459
134201,10/09/2016,tutoring,center,756,87,449,473
134201,17/10/2016,skills,center,766,89,462,471
134204,09/08/2016,intake,NA,696,60,396,437
134204,04/09/2016,tutoring,center,726,62,420,452
134205,24/08/2018,intake,NA,693,57,329,459
134205,23/09/2018,skills,center,705,58,342,469
134205,23/10/2018,skills,center,728,61,363,482
134206,24/07/2017,intake,NA,554,54,368,667
134206,15/08/2017,tutoring,center,571,56,393,697
134206,02/09/2017,tutoring,center,585,58,404,725
134206,07/09/2017,tutoring,center,611,59,426,740
134207,13/11/2018,intake,NA,558,44,646,473
134207,21/12/2018,skills,center,562,46,660,483
134210,08/04/2016,intake,NA,692,77,300,672
134210,03/05/2016,skills,center,706,80,314,688
134211,14/04/2018,intake,NA,668,45,635,585
134211,21/04/2018,skills,center,690,46,671,585
134211,03/05/2018,skills,center,718,48,702,610
134242,22/01/2017,intake,NA,657,57,355,351
134242,05/02/2017,skills,center,676,59,369,366
134245,17/08/2018,intake,NA,661,55,393,619
134245,21/09/2018,tutoring,online,680,57,417,659
134245,19/10/2018,tutoring,online,717,61,463,689
134245,22/11/2018,tutoring,online,754,65,515,734
134262,22/09/2017,intake,NA,651,32,722,680
134262,13/10/2017,skills,center,669,33,749,687
134267,05/08/2016,intake,NA,608,80,560,625
134267,22/08/2016,skills,center,609,81,578,637
134267,16/09/2016,refresh,center,612,80,588,640
134267,06/11/2016,skills,center,628,84,617,663
134270,19/11/2018,intake,NA,685,58,583,355
134270,23/11/2018,tutoring,center,722,62,632,386
134270,14/01/2019,tutoring,online,756,66,700,405
134270,02/03/2019,refresh,center,759,66,713,409
134278,12/04/2017,intake,NA,709,33,704,640
134278,25/04/2017,tutoring,center,727,34,739,655
134285,21/05/2017,intake,NA,536,47,726,577
134285,23/06/2017,skills,center,554,47,740,580
134285,08/07/2017,refresh,online,560,47,753,587
134288,12/03/2017,intake,NA,730,49,567,597
134288,31/03/2017,skills,center,747,50,589,607
134288,27/05/2017,skills,center,784,51,625,629
134289,16/05/2017,intake,NA,552,40,251,587
134289,08/06/2017,skills,center,557,42,265,593
134289,23/07/2017,skills,center,570,44,280,616
134294,29/08/2017,intake,NA,568,45,421,589
134294,23/09/2017,skills,center,590,46,433,611
134294,05/10/2017,tutoring,center,604,49,449,649
134312,06/11/2018,intake,NA,471,36,408,687
134312,13/11/2018,skills,center,486,37,417,701
134312,17/12/2018,refresh,online,487,38,419,703
134315,05/04/2016,intake,NA,767,33,240,350
134315,22/04/2016,refresh,online,774,32,243,352
134315,18/06/2016,tutoring,center,797,33,254,357
134322,06/09/2016,intake,NA,429,66,277,448
134322,22/09/2016,skills,center,441,67,295,472
134328,09/05/2017,intake,NA,666,45,421,472
134328,04/06/2017,refresh,center,659,46,422,475
134328,11/07/2017,skills,center,676,47,436,489
134328,14/07/2017,tutoring,center,683,48,446,503
134329,19/11/2018,intake,NA,535,67,615,485
134329,10/12/2018,tutoring,online,556,70,652,508
134329,22/12/2018,refresh,center,556,69,654,508
134332,01/02/2018,intake,NA,528,17,706,587
134332,28/02/2018,skills,center,544,17,732,619
134333,27/01/2018,intake,NA,726,48,616,534
134333,21/02/2018,refresh,online,738,49,620,542
134340,02/01/2016,intake,NA,628,51,356,800
134340,14/01/2016,refresh,online,635,51,355,794
134346,02/02/2018,intake,NA,642,66,424,663
134346,27/02/2018,refresh,center,651,67,434,678
134346,05/03/2018,skills,center,660,69,447,684
134361,26/09/2017,intake,NA,552,55,631,658
134361,22/10/2017,tutoring,center,566,56,653,674
134369,01/08/2017,intake,NA,713,15,698,641
134369,23/08/2017,tutoring,center,736,16,725,657
134369,13/09/2017,refresh,online,751,16,749,659
134369,18/11/2017,skills,center,759,16,765,676
134369,20/01/2018,refresh,center,777,16,761,688
134372,15/04/2017,intake,NA,353,40,389,412
134372,14/05/2017,refresh,online,352,40,385,407
134372,26/06/2017,skills,center,360,41,405,413
134377,30/06/2017,intake,NA,736,26,474,699
134377,23/07/2017,skills,center,753,27,495,723
134377,28/08/2017,tutoring,center,779,28,518,739
134377,17/09/2017,tutoring,center,797,29,544,761
134386,26/10/2018,intake,NA,446,27,464,75
134386,28/11/2018,skills,center,447,28,484,78
134386,20/12/2018,refresh,center,451,28,492,80
134391,30/12/2016,intake,NA,408,82,495,303
134391,23/01/2017,skills,center,420,84,514,315
134393,21/03/2016,intake,NA,649,35,415,673
134393,19/04/2016,skills,center,664,36,442,697
134393,16/05/2016,tutoring,center,694,38,466,731
134393,29/05/2016,skills,center,726,40,501,768
134397,15/03/2018,intake,NA,410,56,483,656
134397,30/03/2018,refresh,online,415,57,501,659
134397,18/04/2018,skills,center,420,60,524,678
134397,06/05/2018,skills,center,434,64,555,700
134399,04/12/2017,intake,NA,622,24,455,529
134399,30/12/2017,skills,center,639,25,473,555
134402,24/08/2018,intake,NA,466,59,590,583
134402,10/09/2018,skills,center,470,60,612,604
134402,30/09/2018,refresh,online,481,60,624,606
134402,04/11/2018,refresh,online,475,63,635,611
134406,01/10/2017,intake,NA,654,37,393,471
134406,24/10/2017,skills,center,665,38,405,479
134412,05/02/2017,intake,NA,720,8,423,508
134412,01/03/2017,tutoring,center,740,9,445,528
134412,20/03/2017,refresh,online,755,9,460,539
134412,02/04/2017,refresh,online,764,9,471,549
134418,01/12/2017,intake,NA,501,38,354,731
134418,11/12/2017,skills,center,517,39,368,743
134418,13/12/2017,tutoring,center,526,41,387,761
134421,09/07/2017,intake,NA,389,63,568,536
134421,29/07/2017,skills,center,396,64,588,549
134421,22/08/2017,skills,center,415,67,619,571
134421,26/09/2017,skills,center,408,66,609,575
134421,29/09/2017,refresh,online,417,67,636,592
134422,09/05/2017,intake,NA,625,18,428,587
134422,23/05/2017,refresh,online,624,18,429,581
134422,30/06/2017,refresh,online,618,19,433,580
134432,26/06/2016,intake,NA,595,48,343,692
134432,10/07/2016,skills,center,607,49,350,708
134446,08/11/2016,intake,NA,566,41,388,489
134446,21/11/2016,skills,center,574,42,399,515
134446,31/12/2016,skills,center,588,44,419,539
134446,15/01/2017,tutoring,center,610,45,445,565
134446,20/02/2017,refresh,online,620,45,469,576
134458,08/11/2016,intake,NA,559,60,446,413
134458,29/11/2016,skills,center,577,61,463,428
134458,14/01/2017,tutoring,center,593,63,489,443
134458,12/02/2017,tutoring,center,614,66,521,463
134462,20/06/2017,intake,NA,605,38,586,515
134462,09/07/2017,skills,center,616,39,610,523
134470,17/02/2016,intake,NA,738,54,449,513
134470,07/03/2016,skills,center,745,54,475,521
134470,12/04/2016,tutoring,center,772,54,492,535
134470,20/05/2016,skills,center,788,57,522,555
134475,22/10/2018,intake,NA,635,59,240,483
134475,19/11/2018,skills,center,649,62,250,494
134477,12/11/2018,intake,NA,496,16,400,494
134477,12/12/2018,skills,center,498,16,417,498
134486,24/09/2018,intake,NA,668,51,347,544
134486,12/10/2018,skills,center,688,52,364,563
134486,07/11/2018,skills,center,716,55,384,590
134501,10/04/2018,intake,NA,560,19,423,402
134501,05/05/2018,tutoring,online,594,20,446,423
134501,15/05/2018,tutoring,online,616,21,493,443
134501,17/05/2018,tutoring,online,635,22,546,468
134505,15/08/2018,intake,NA,682,35,673,570
134505,30/08/2018,tutoring,online,717,38,722,601
134506,11/02/2018,intake,NA,432,29,630,701
134506,22/02/2018,skills,center,442,30,633,717
134509,29/01/2016,intake,NA,647,76,415,479
134509,14/02/2016,tutoring,center,672,79,433,490
134522,07/08/2018,intake,NA,640,57,475,448
134522,28/08/2018,skills,center,644,59,482,465
134522,08/09/2018,skills,center,672,62,508,488
134527,13/08/2018,intake,NA,657,57,330,518
134527,23/08/2018,refresh,center,661,58,330,526
134528,02/08/2016,intake,NA,484,47,239,543
134528,19/08/2016,skills,center,490,48,254,570
134528,10/09/2016,skills,center,516,51,270,604
134531,22/01/2018,intake,NA,522,37,677,722
134531,12/02/2018,skills,center,536,39,698,747
134531,13/03/2018,refresh,online,541,39,704,750
134531,28/04/2018,skills,center,559,41,745,780
134537,13/11/2017,intake,NA,356,20,429,681
134537,08/12/2017,skills,center,367,20,439,686
134537,09/01/2018,skills,center,376,21,466,705
134546,09/11/2018,intake,NA,543,52,395,465
134546,01/12/2018,tutoring,center,581,55,424,501
134548,01/06/2018,intake,NA,617,46,500,436
134548,18/06/2018,skills,center,626,48,526,445
134548,04/07/2018,skills,center,651,50,553,468
134548,07/07/2018,refresh,center,646,51,563,465
134552,04/02/2017,intake,NA,384,67,660,410
134552,02/03/2017,refresh,online,383,67,668,418
134552,30/03/2017,tutoring,center,399,69,685,433
134552,30/04/2017,tutoring,center,406,72,715,435
134552,23/05/2017,tutoring,center,420,75,760,446
134576,21/07/2018,intake,NA,403,54,282,598
134576,03/08/2018,skills,center,416,56,287,613
134576,22/08/2018,refresh,online,419,56,296,621
134576,05/09/2018,skills,center,429,58,314,656
134582,24/02/2018,intake,NA,612,53,643,333
134582,15/03/2018,skills,center,632,55,661,341
134588,31/07/2018,intake,NA,745,34,239,615
134588,26/08/2018,skills,center,740,35,248,635
134590,28/11/2016,intake,NA,554,31,528,465
134590,26/12/2016,tutoring,center,567,33,548,485
134590,28/01/2017,skills,center,576,33,559,496
134604,20/06/2016,intake,NA,571,63,602,618
134604,16/07/2016,skills,center,576,64,622,635
134604,03/08/2016,refresh,online,590,67,633,660
134611,19/09/2018,intake,NA,428,30,302,597
134611,11/10/2018,refresh,center,430,30,310,604
134614,10/04/2018,intake,NA,589,41,640,735
134614,29/04/2018,skills,center,596,42,672,775
134618,22/12/2017,intake,NA,579,71,688,553
134618,12/01/2018,skills,center,593,73,709,574
134618,23/01/2018,skills,center,625,75,729,602
134618,26/02/2018,refresh,online,623,76,751,613
134626,02/02/2017,intake,NA,517,53,317,633
134626,26/02/2017,skills,center,528,53,329,651
134626,06/04/2017,skills,center,543,56,348,683
134626,28/05/2017,refresh,online,550,58,358,701
134628,28/05/2017,intake,NA,577,44,403,756
134628,10/06/2017,tutoring,center,581,45,421,791
134628,15/06/2017,refresh,online,590,45,425,794
134662,30/01/2017,intake,NA,618,69,405,506
134662,23/02/2017,skills,center,626,70,426,521
134663,05/05/2018,intake,NA,737,70,489,518
134663,31/05/2018,refresh,center,756,71,499,519
134663,05/06/2018,refresh,online,752,74,504,523
134663,21/07/2018,tutoring,online,785,77,560,551
134668,14/04/2017,intake,NA,617,60,307,561
134668,30/04/2017,skills,center,624,62,324,569
134668,08/06/2017,refresh,online,626,61,329,567
134668,25/07/2017,refresh,online,630,62,342,575
134668,25/08/2017,refresh,online,640,64,362,583
134670,04/07/2016,intake,NA,586,54,497,582
134670,21/07/2016,skills,center,605,56,520,606
134670,28/08/2016,skills,center,631,59,551,638
134673,19/02/2017,intake,NA,444,48,774,559
134673,15/03/2017,refresh,online,443,49,787,556
134679,23/03/2018,intake,NA,678,42,421,390
134679,21/04/2018,tutoring,online,719,44,448,409
134679,23/05/2018,skills,center,727,45,464,413
134681,28/01/2018,intake,NA,671,68,453,524
134681,14/02/2018,skills,center,691,70,467,535
134681,18/02/2018,skills,center,724,73,491,553
134682,20/03/2017,intake,NA,601,40,400,638
134682,05/04/2017,skills,center,617,41,418,655
134686,05/02/2017,intake,NA,520,55,630,608
134686,26/02/2017,skills,center,527,57,650,619
134689,04/06/2018,intake,NA,539,35,394,502
134689,30/06/2018,tutoring,center,571,37,424,542
134689,31/07/2018,skills,center,586,38,430,549
134705,19/12/2016,intake,NA,690,46,169,737
134705,09/01/2017,tutoring,center,716,48,181,772
134706,13/05/2016,intake,NA,516,60,289,672
134706,13/06/2016,skills,center,526,61,299,684
134706,29/06/2016,skills,center,543,64,314,721
134706,01/07/2016,refresh,online,557,65,325,725
134720,02/12/2016,intake,NA,635,27,463,551
134720,22/12/2016,skills,center,650,28,476,575
134720,21/01/2017,tutoring,center,667,29,501,599
134727,11/04/2017,intake,NA,502,76,600,646
134727,01/05/2017,skills,center,524,78,623,667
134728,09/10/2017,intake,NA,588,51,438,427
134728,01/11/2017,tutoring,center,613,53,458,440
134728,24/11/2017,refresh,online,620,54,469,446
134728,27/11/2017,refresh,online,641,55,471,450
134731,09/09/2016,intake,NA,403,36,425,446
134731,07/10/2016,tutoring,center,409,37,444,460
134749,24/07/2018,intake,NA,681,68,613,658
134749,21/08/2018,tutoring,center,732,72,661,702
134749,17/09/2018,tutoring,online,771,76,747,735
134753,26/09/2017,intake,NA,554,73,409,634
134753,10/10/2017,skills,center,570,75,417,649
134753,04/11/2017,tutoring,center,591,78,430,676
134753,14/12/2017,refresh,online,589,80,440,686
134755,03/03/2018,intake,NA,693,38,519,540
134755,29/03/2018,skills,center,714,39,541,550
134755,29/04/2018,refresh,center,720,39,547,551
134755,27/06/2018,skills,center,743,40,578,569
134755,20/09/2018,tutoring,center,786,42,624,618
134769,29/12/2016,intake,NA,418,57,409,605
134769,17/01/2017,skills,center,417,58,429,614
134779,06/12/2017,intake,NA,507,27,374,551
134779,26/12/2017,tutoring,center,525,27,393,575
134779,02/02/2018,skills,center,536,28,399,587
134781,10/03/2017,intake,NA,677,54,695,323
134781,03/04/2017,refresh,online,676,55,707,325
134781,24/04/2017,skills,center,696,56,729,334
134783,20/04/2017,intake,NA,571,58,506,582
134783,18/05/2017,skills,center,583,59,524,594
134783,18/06/2017,tutoring,center,591,60,543,610
134785,26/03/2016,intake,NA,767,50,321,423
134785,14/04/2016,skills,center,790,51,335,436
134798,04/09/2016,intake,NA,647,35,361,664
134798,13/09/2016,skills,center,658,35,371,674
134798,05/10/2016,skills,center,680,36,397,707
134798,02/11/2016,tutoring,center,695,37,409,720
